"","Tea_ID","Tea_Type","Region","Site","Plot","Lat","Lon","Elevation","Initial","Depth","Burial","Recovery","Days","Season","Final","Label","Tea_init","Tea_final","Loss","Treatment","Contributor","Soil.moisture","Additional.information","latlon"
"563","K13","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,2.046,8,2016-07-04,2016-08-14,41,"Summer","1.266","Yes",1.729,1.017309356,0.411619805668016,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"564","K14","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,2.059,8,2016-07-04,2016-08-14,41,"Summer","1.239","Yes",1.742,0.990309356,0.43151012858783,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"565","K15","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,2.127,8,2016-07-04,2016-08-14,41,"Summer","1.296","Yes",1.807,1.047309356,0.420415408965136,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"566","K16","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,1.994,8,2016-07-04,2016-08-14,41,"Summer","1.258","Yes",1.679,1.009309356,0.398862801667659,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"567","K17","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,2.141,8,2016-07-04,2016-08-14,41,"Summer","1.436","Yes",1.82,1.187309356,0.347632221978022,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"568","K18","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,2.095,8,2016-07-04,2016-08-14,41,"Summer","1.251","Yes",1.776,1.002309356,0.435636623873874,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"569","K19","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,2.086,8,2016-07-04,2016-08-14,41,"Summer","1.196","Yes",1.768,0.947309356,0.464191540723982,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"570","K20","Green","Kluane","Kluane Plateau","KP_HT_s2",60.96195,-138.4127,1734,1.98,8,2016-07-04,2016-08-14,41,"Summer","1.136","Yes",1.666,0.887309356,0.467401346938775,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"571","Kr11","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.249,8,2015-07-01,2016-07-04,369,"Year","1.627","No",1.888,1.50346,0.203675847457627,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"572","Kr12","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.204,8,2015-07-01,2016-07-04,369,"Year","1.646","No",1.845,1.52246,0.174818428184282,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"573","Kr13","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.195,8,2015-07-01,2016-07-04,369,"Year","1.577","No",1.837,1.45346,0.208786064235166,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"574","Kr14","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.24,8,2015-07-01,2016-07-04,369,"Year","1.668","No",1.879,1.54446,0.178041511442257,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"575","Kr15","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.301,8,2015-07-01,2016-07-04,369,"Year","1.704","No",1.937,1.58046,0.184068146618482,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"576","Kr16","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.308,8,2015-07-01,2016-07-04,369,"Year","1.685","No",1.944,1.56146,0.196779835390946,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"577","Kr17","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.224,8,2015-07-01,2016-07-04,369,"Year","1.615","No",1.864,1.49146,0.199860515021459,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"578","Kr18","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.238,8,2015-07-01,2016-07-04,369,"Year","1.525","No",1.877,1.40146,0.253351092168354,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"579","Kr19","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.212,8,2015-07-01,2016-07-04,369,"Year","1.670","No",1.853,1.54646,0.165429033998921,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"580","Kr20","Rooibos","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.22,8,2015-07-01,2016-07-04,369,"Year","1.664","No",1.86,1.54046,0.171795698924731,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"581","Kg11","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.04,8,2015-07-01,2016-07-04,369,"Year","1.046","No",1.723,0.92284,0.464399303540337,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"582","Kg12","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.061,8,2015-07-01,2016-07-04,369,"Year","1.064","No",1.743,0.94084,0.46021801491681,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"583","Kg13","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.03,8,2015-07-01,2016-07-04,369,"Year","1.010","No",1.714,0.88684,0.482590431738623,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"584","Kg14","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.005,8,2015-07-01,2016-07-04,369,"Year","1.096","No",1.69,0.97284,0.424355029585799,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"585","Kg15","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.111,8,2015-07-01,2016-07-04,369,"Year","1.138","No",1.792,1.01484,0.433683035714286,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"586","Kg16","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.045,8,2015-07-01,2016-07-04,369,"Year","0.915","No",1.728,0.79184,0.541759259259259,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"587","Kg17","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.111,8,2015-07-01,2016-07-04,369,"Year","1.033","No",1.792,0.90984,0.492276785714286,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"588","Kg18","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,1.963,8,2015-07-01,2016-07-04,369,"Year","0.986","No",1.649,0.86284,0.476749545178896,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"589","Kg19","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.207,8,2015-07-01,2016-07-04,369,"Year","1.148","No",1.884,1.02484,0.456029723991507,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"590","Kg20","Green","Kluane","Kluane Plateau","KP_HT_year",60.96195,-138.4127,1734,2.022,8,2015-07-01,2016-07-04,369,"Year","1.030","No",1.706,0.90684,0.468440797186401,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"591","KPg31","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.048,8,2015-08-18,2016-07-04,321,"Winter","1.080","No",1.731,0.95684,0.447232813402657,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"592","KPg32","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.069,8,2015-08-18,2016-07-04,321,"Winter","1.126","No",1.751,1.00284,0.427275842375785,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"593","KPg33","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.005,8,2015-08-18,2016-07-04,321,"Winter","1.075","No",1.69,0.95184,0.436781065088757,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"594","KPg34","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.104,8,2015-08-18,2016-07-04,321,"Winter","1.173","No",1.785,1.04984,0.411854341736695,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"595","KPg35","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.191,8,2015-08-18,2016-07-04,321,"Winter","1.214","No",1.869,1.09084,0.416350989834136,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"596","KPg36","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.196,8,2015-08-18,2016-07-04,321,"Winter","1.186","No",1.873,1.06284,0.432546716497597,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"597","KPg37","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.076,8,2015-08-18,2016-07-04,321,"Winter","1.116","No",1.758,0.99284,0.435244596131968,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"598","KPg38","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.078,8,2015-08-18,2016-07-04,321,"Winter","1.050","No",1.76,0.92684,0.473386363636364,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"599","KPg39","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.207,8,2015-08-18,2016-07-04,321,"Winter","1.159","No",1.884,1.03584,0.450191082802548,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"600","KPg40","Green","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,1.976,8,2015-08-18,2016-07-04,321,"Winter","1.050","No",1.662,0.92684,0.442334536702768,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"601","KPR31","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.293,8,2015-08-18,2016-07-04,321,"Winter","1.714","No",1.929,1.59046,0.175500259201659,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"602","KPR32","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.218,8,2015-08-18,2016-07-04,321,"Winter","1.691","No",1.859,1.56746,0.156826250672405,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"603","KPR33","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.239,8,2015-08-18,2016-07-04,321,"Winter","1.689","No",1.878,1.56546,0.166421725239617,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"604","KPR34","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.179,8,2015-08-18,2016-07-04,321,"Winter","1.634","No",1.822,1.51046,0.170987925356751,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"605","KPR35","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.323,8,2015-08-18,2016-07-04,321,"Winter","1.725","No",1.958,1.60146,0.182093973442288,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"606","KPR36","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.318,8,2015-08-18,2016-07-04,321,"Winter","1.713","No",1.953,1.58946,0.186144393241167,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"607","KPR38","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.219,8,2015-08-18,2016-07-04,321,"Winter","1.680","No",1.86,1.55646,0.163193548387097,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"608","KPR39","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.185,8,2015-08-18,2016-07-04,321,"Winter","1.664","No",1.827,1.54046,0.156836343732895,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"609","KPR40","Rooibos","Kluane","Kluane Plateau","KP_HT_winter",60.96195,-138.4127,1734,2.249,8,2015-08-18,2016-07-04,321,"Winter","1.708","No",1.888,1.58446,0.160773305084746,"None","Haydn Thomas",NA,"Decomp Experiment","60.96195_-138.4127"
"610","Kr1","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.254,8,2015-07-01,2015-08-18,48,"Summer","1.856","Yes",1.893,1.606943356,0.151112860010565,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"611","Kr2","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.275,8,2015-07-01,2015-08-18,48,"Summer","1.849","Yes",1.912,1.599943356,0.163209541841004,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"612","Kr3","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.22,8,2015-07-01,2015-08-18,48,"Summer","1.885","Yes",1.86,1.635943356,0.120460561290323,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"613","Kr4","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.221,8,2015-07-01,2015-08-18,48,"Summer","1.807","Yes",1.861,1.557943356,0.162846127888232,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"614","Kr5","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.226,8,2015-07-01,2015-08-18,48,"Summer","1.816","Yes",1.866,1.566943356,0.160266154340836,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"615","Kr7","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.257,8,2015-07-01,2015-08-18,48,"Summer","1.931","Yes",1.895,1.681943356,0.112430946701847,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"616","Kr8","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.213,8,2015-07-01,2015-08-18,48,"Summer","1.838","Yes",1.854,1.588943356,0.142964748651564,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"617","Kr9","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.197,8,2015-07-01,2015-08-18,48,"Summer","1.842","Yes",1.839,1.592943356,0.133799153887983,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"618","Kr10","Rooibos","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.256,8,2015-07-01,2015-08-18,48,"Summer","1.883","Yes",1.894,1.633943356,0.137305514255544,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"619","Kg1","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.053,8,2015-07-01,2015-08-18,48,"Summer","1.372","Yes",1.736,1.123309356,0.352932398617511,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"620","Kg2","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,1.957,8,2015-07-01,2015-08-18,48,"Summer","1.224","Yes",1.643,0.975309356,0.406385054169203,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"621","Kg3","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.128,8,2015-07-01,2015-08-18,48,"Summer","1.347","Yes",1.808,1.098309356,0.392528011061947,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"622","Kg4","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.048,8,2015-07-01,2015-08-18,48,"Summer","1.235","Yes",1.731,0.986309356,0.430208344309648,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"623","Kg5","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.087,8,2015-07-01,2015-08-18,48,"Summer","1.252","Yes",1.768,1.003309356,0.432517332579186,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"624","Kg6","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.091,8,2015-07-01,2015-08-18,48,"Summer","1.307","Yes",1.772,1.058309356,0.402759957110609,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"625","Kg7","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.096,8,2015-07-01,2015-08-18,48,"Summer","1.326","Yes",1.777,1.077309356,0.393748252110298,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"626","Kg8","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.117,8,2015-07-01,2015-08-18,48,"Summer","1.344","Yes",1.797,1.095309356,0.39047893377852,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"627","Kg9","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,2.109,8,2015-07-01,2015-08-18,48,"Summer","1.352","Yes",1.79,1.103309356,0.383626058100559,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"628","Kg10","Green","Kluane","Kluane Plateau","KP_Y1_3m",60.96195,-138.4127,1734,1.893,8,2015-07-01,2015-08-18,48,"Summer","1.126","Yes",1.582,0.877309356,0.445442884955752,"None","Haydn Thomas",NA,"","60.96195_-138.4127"
"629","9A1","Green","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.097,8,2016-06-24,2016-08-13,50,"Summer","1.091","Yes",1.778,0.842309356,0.526260204724409,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"630","9A2","Green","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.016,8,2016-06-24,2016-08-13,50,"Summer","1.044","Yes",1.7,0.795309356,0.532170967058823,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"631","9A3","Green","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.063,8,2016-06-24,2016-08-13,50,"Summer","1.185","Yes",1.745,0.936309356,0.463433033810888,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"632","9A4","Green","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.086,8,2016-06-24,2016-08-13,50,"Summer","1.047","Yes",1.768,0.798309356,0.548467558823529,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"633","9A1","Rooibos","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.294,8,2016-06-24,2016-08-13,50,"Summer","1.812","Yes",1.93,1.562943356,0.190184789637306,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"634","9A3","Rooibos","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.255,8,2016-06-24,2016-08-13,50,"Summer","1.824","Yes",1.893,1.574943356,0.168017244585314,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"635","9A4","Rooibos","Kluane","Kluane Elevation Transect 9","9A",60.95791,-138.4175,1799,2.248,8,2016-06-24,2016-08-13,50,"Summer","1.854","Yes",1.887,1.604943356,0.149473579226285,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95791_-138.4175"
"636","10A2","Green","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,2.057,8,2016-06-24,2016-08-13,50,"Summer","0.835","Yes",1.74,0.586309356,0.6630406,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"637","10A3","Green","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,1.885,8,2016-06-24,2016-08-13,50,"Summer","0.857","Yes",1.574,0.608309356,0.613526457433291,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"638","10A4","Green","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,1.957,8,2016-06-24,2016-08-13,50,"Summer","0.706","No",1.643,0.58284,0.645258673158856,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"639","10M1","Green","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.008,8,2016-06-24,2016-08-13,50,"Summer","1.152","Yes",1.692,0.903309356,0.466129222222222,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"640","10M2","Green","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.052,8,2016-06-24,2016-08-13,50,"Summer","1.139","Yes",1.735,0.890309356,0.486853397118156,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"641","10M3","Green","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.039,8,2016-06-24,2016-08-13,50,"Summer","1.172","Yes",1.722,0.923309356,0.463815704994193,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"642","10M4","Green","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.018,8,2016-06-24,2016-08-13,50,"Summer","1.171","Yes",1.702,0.922309356,0.458102611045828,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"643","10T1","Green","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,1.978,8,2016-06-24,2016-08-13,50,"Summer","0.979","Yes",1.664,0.730309356,0.561112165865385,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"644","10T2","Green","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,1.968,8,2016-06-24,2016-08-13,50,"Summer","1.05","Yes",1.654,0.801309356,0.515532432889964,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"645","10T3","Green","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,2.08,8,2016-06-24,2016-08-13,50,"Summer","1.186","Yes",1.762,0.937309356,0.46804236322361,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"646","10T4","Green","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,2.044,8,2016-06-24,2016-08-13,50,"Summer","0.911","Yes",1.727,0.662309356,0.616497188187609,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"647","10B1","Green","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.139,8,2016-06-24,2016-08-13,50,"Summer","1.127","Yes",1.819,0.878309356,0.517147137987905,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"648","10B2","Green","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.051,8,2016-06-24,2016-08-13,50,"Summer","1.16","Yes",1.734,0.911309356,0.474446738177624,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"649","10B3","Green","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.143,8,2016-06-24,2016-08-13,50,"Summer","1.334","Yes",1.822,1.085309356,0.40433075960483,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"650","10B4","Green","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.158,8,2016-06-24,2016-08-13,50,"Summer","1.234","Yes",1.837,0.985309356,0.463631270549809,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"651","10A1","Green","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,1.962,8,2016-06-24,2016-08-13,50,"Summer","0.811","Yes",1.648,0.562309356,0.658792866504854,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"652","10A2","Rooibos","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,2.266,8,2016-06-24,2016-08-13,50,"Summer","1.756","Yes",1.904,1.506943356,0.208538153361345,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"653","10A3","Rooibos","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,2.217,8,2016-06-24,2016-08-13,50,"Summer","1.665","Yes",1.858,1.415943356,0.237920691065662,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"654","10A4","Rooibos","Kluane","Kluane Elevation Transect 10","10A",60.95241,-138.42418,1926,2.203,8,2016-06-24,2016-08-13,50,"Summer","1.626","Yes",1.844,1.376943356,0.253284514099783,"None","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"655","10M1","Rooibos","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.258,8,2016-06-24,2016-08-13,50,"Summer","1.795","Yes",1.896,1.545943356,0.18462903164557,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"656","10M2","Rooibos","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.273,8,2016-06-24,2016-08-13,50,"Summer","1.798","Yes",1.91,1.548943356,0.189034892146597,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"657","10M3","Rooibos","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.189,8,2016-06-24,2016-08-13,50,"Summer","1.784","Yes",1.831,1.534943356,0.1616912310213,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"658","10M4","Rooibos","Kluane","Kluane Elevation Transect 10","10M",60.95241,-138.42418,1926,2.226,8,2016-06-24,2016-08-13,50,"Summer","1.796","Yes",1.866,1.546943356,0.17098426795284,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"659","10T1","Rooibos","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,2.276,8,2016-06-24,2016-08-13,50,"Summer","1.8","Yes",1.913,1.550943356,0.189261183481443,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"660","10T2","Rooibos","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,2.272,8,2016-06-24,2016-08-13,50,"Summer","1.742","Yes",1.91,1.492943356,0.218354263874346,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"661","10T3","Rooibos","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,2.18,8,2016-06-24,2016-08-13,50,"Summer","1.798","Yes",1.823,1.548943356,0.150332772353264,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"662","10T4","Rooibos","Kluane","Kluane Elevation Transect 10","10T",60.95241,-138.42418,1926,2.245,8,2016-06-24,2016-08-13,50,"Summer","1.784","Yes",1.884,1.534943356,0.185274227176221,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"663","10B1","Rooibos","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.315,8,2016-06-24,2016-08-13,50,"Summer","1.931","Yes",1.95,1.681943356,0.137464945641026,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"664","10B2","Rooibos","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.244,8,2016-06-24,2016-08-13,50,"Summer","1.842","Yes",1.883,1.592943356,0.154039640998407,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"665","10B3","Rooibos","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.251,8,2016-06-24,2016-08-13,50,"Summer","1.831","Yes",1.89,1.581943356,0.162992933333333,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
"666","10B4","Rooibos","Kluane","Kluane Elevation Transect 10","10B",60.95241,-138.42418,1926,2.266,8,2016-06-24,2016-08-13,50,"Summer","1.842","Yes",1.904,1.592943356,0.163370086134454,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.95241_-138.42418"
